1,0,1,2e-7
2,0,2,3e-7
3,0,2,8e-7
4,0,2,0.0000016
5,0,2,0.0000024
6,0,3,0.0000025
7,0,3,0.0000064
8,0,4,0.0000061
9,0,4,0.0000094
10,0,5,0.0000126
11,0,4,0.0000357
12,0,6,0.0000217
13,0,7,0.0000222
14,0,6,0.0001198
15,0,7,0.0000883
16,0,8,0.0000936
17,0,9,0.0001104
18,0,9,0.0002462
19,0,7,0.0020451
20,0,9,0.001149
21,0,9,0.0023143
22,0,9,0.0058731
23,0,9,0.0090012
24,0,11,0.0050541
25,0,10,0.0194064
26,0,10,0.0393194
27,0,12,0.0207532
28,0,11,0.079211295
29,0,11,0.17812249
30,0,12,0.171189
31,0,11,0.6740619
32,0,13,0.3707401
33,0,14,0.3839818
34,0,15,0.3914752
35,0,14,1.5390809
36,0,16,0.8146277
37,0,15,3.1599145
38,0,14,12.78061
39,0,15,13.698455
40,0,15,28.394413
1,1,1,4e-7
2,1,2,4e-7
3,1,1,0.0000014
4,1,2,0.000001
5,1,2,0.000002
6,1,3,0.0000025
7,1,3,0.0000071
8,1,3,0.0000126
9,1,4,0.0000093
10,1,5,0.0000123
11,1,5,0.0000189
12,1,7,0.0000142
13,1,5,0.000115
14,1,8,0.0000275
15,1,6,0.0002272
16,1,8,0.0001072
17,1,8,0.0001952
18,1,8,0.000526
19,1,9,0.0005244
20,1,9,0.001088
21,1,9,0.0022966
22,1,10,0.0024588
23,1,11,0.0025294
24,1,11,0.0048776
25,1,10,0.0193809
26,1,11,0.0199021
27,1,10,0.0789448
28,1,13,0.0214486
29,1,11,0.1600593
30,1,14,0.0476446
31,1,12,0.3499388
32,1,12,0.68950325
33,1,14,0.3627837
34,1,15,0.3962104
35,1,14,1.5326324
36,1,15,1.5928082
37,1,14,6.1171656
38,1,15,6.5444984
39,1,16,6.997915
40,1,17,7.494371
1,2,1,3e-7
2,2,1,0.000001
3,2,2,9e-7
4,2,2,0.0000019
5,2,2,0.0000039
6,2,4,0.0000023
7,2,4,0.0000045
8,2,5,0.0000049
9,2,4,0.0000176
10,2,5,0.000019
11,2,5,0.0000354
12,2,7,0.0000202
13,2,5,0.0001396
14,2,6,0.0001393
15,2,7,0.0001485
16,2,7,0.0002998
17,2,8,0.0003134
18,2,7,0.001203
19,2,8,0.0012386
20,2,9,0.001326
21,2,11,0.0007498
22,2,10,0.0028398
23,2,10,0.0056332
24,2,9,0.0211246
25,2,10,0.0220406
26,2,13,0.0063451
27,2,11,0.049795
28,2,13,0.0247672
29,2,12,0.0961022
30,2,12,0.19211471
31,2,12,0.379737
32,2,14,0.2053267
33,2,13,0.8074279
34,2,15,0.4242177
35,2,14,1.6678936
36,2,16,1.0187697
37,2,15,3.3876772
38,2,16,3.5593314
39,2,18,1.9141285
40,2,16,14.2951145
1,3,1,0.0000062
2,3,2,4e-7
3,3,2,7e-7
4,3,2,0.0000013
5,3,3,0.0000016
6,3,3,0.0000023
7,3,4,0.0000037
8,3,4,0.0000048
9,3,4,0.0000142
10,3,5,0.0000097
11,3,5,0.00002
12,3,5,0.0000454
13,3,5,0.000085
14,3,7,0.0000414
15,3,8,0.0000598
16,3,7,0.0002363
17,3,7,0.0004212
18,3,7,0.0010154
19,3,8,0.0009874
20,3,8,0.0021538
21,3,8,0.0045092
22,3,10,0.002581
23,3,11,0.0024658
24,3,10,0.0093565
25,3,10,0.0190465
26,3,11,0.0217647
27,3,11,0.0396772
28,3,10,0.14717421
29,3,11,0.176943
30,3,13,0.0894223
31,3,12,0.3563401
32,3,14,0.1968988
33,3,15,0.1965507
34,3,14,0.8041158
35,3,14,1.5174098
36,3,14,3.1220372
37,3,17,0.8766646
38,3,18,0.8842534
39,3,15,12.969065
40,3,15,28.241241
1,4,1,3e-7
2,4,1,9e-7
3,4,2,0.000001
4,4,2,0.0000022
5,4,3,0.0000023
6,4,3,0.0000042
7,4,2,0.0000153
8,4,3,0.0000152
9,4,4,0.0000167
10,4,4,0.0000341
11,4,5,0.0000357
12,4,5,0.0000695
13,4,5,0.0001367
14,4,7,0.0000786
15,4,5,0.000565
16,4,8,0.0001635
17,4,9,0.0001717
18,4,6,0.0023045
19,4,9,0.0006643
20,4,8,0.0025508
21,4,8,0.0050068
22,4,10,0.0027453
23,4,10,0.0053547
24,4,9,0.0208069
25,4,11,0.0116139
26,4,11,0.023165
27,4,13,0.0124197
28,4,10,0.17576
29,4,13,0.0496149
30,4,12,0.194692
31,4,12,0.3878969
32,4,14,0.2080583
33,4,14,0.4016346
34,4,16,0.2223008
35,4,14,1.6656551
36,4,14,3.3617983
37,4,16,1.9440653
38,4,16,3.6905422
39,4,17,3.8111665
40,4,15,28.208712
1,5,1,2e-7
2,5,1,9e-7
3,5,2,0.000001
4,5,2,0.0000021
5,5,3,0.0000022
6,5,3,0.0000046
7,5,3,0.0000087
8,5,4,0.0000094
9,5,4,0.0000183
10,5,4,0.0000336
11,5,5,0.0000371
12,5,5,0.0000718
13,5,5,0.0001393
14,5,7,0.0000793
15,5,5,0.0005728
16,5,6,0.0006452
17,5,8,0.0003289
18,5,9,0.000345
19,5,9,0.0006916
20,5,9,0.0015045
21,5,9,0.0028134
22,5,11,0.0015379
23,5,10,0.0058795
24,5,12,0.0031769
25,5,11,0.0121892
26,5,10,0.0461497
27,5,11,0.0476337
28,5,13,0.0257857
29,5,13,0.0509658
30,5,13,0.1036442
31,5,13,0.1998114
32,5,15,0.113575
33,5,12,1.5485535
34,5,13,1.6392264
35,5,15,0.8580433
36,5,14,3.4952905
37,5,14,6.854964
38,5,15,7.0911036
39,5,18,2.2720134
40,5,17,7.9868364
1,6,1,4e-7
2,6,2,4e-7
3,6,3,4e-7
4,6,2,0.0000013
5,6,3,0.0000018
6,6,3,0.0000025
7,6,4,0.0000025
8,6,3,0.0000089
9,6,5,0.0000052
10,6,5,0.0000098
11,6,4,0.0000375
12,6,7,0.0000148
13,6,6,0.0000384
14,6,5,0.0001447
15,6,7,0.0000881
16,6,7,0.0001786
17,6,7,0.0003954
18,6,7,0.0006648
19,6,8,0.0008839
20,6,7,0.0038348
21,6,8,0.004824
22,6,8,0.0082688
23,6,10,0.004759
24,6,12,0.002612
25,6,9,0.0388864
26,6,11,0.0200564
27,6,12,0.0204801
28,6,11,0.0803764
29,6,11,0.1642548
30,6,13,0.0876383
31,6,14,0.092435695
32,6,16,0.0490598
33,6,17,0.0537615
34,6,13,1.4388463
35,6,14,1.5589991
36,6,15,1.5831175
37,6,14,6.1834555
38,6,14,12.736777
39,6,14,26.523844
40,6,18,3.9239624
1,7,1,2e-7
2,7,2,2e-7
3,7,2,8e-7
4,7,2,0.0000017
5,7,3,0.000002
6,7,3,0.000004
7,7,3,0.0000078
8,7,4,0.0000082
9,7,4,0.0000161
10,7,4,0.0000325
11,7,5,0.0000355
12,7,5,0.0000703
13,7,5,0.0001393
14,7,7,0.0000813
15,7,8,0.0000799
16,7,6,0.0005643
17,7,7,0.0006179
18,7,8,0.0006446
19,7,8,0.0012636
20,7,11,0.0003713
21,7,8,0.0050669
22,7,9,0.0052034
23,7,9,0.0106038
24,7,10,0.0109302
25,7,9,0.0412844
26,7,11,0.0228462
27,7,13,0.0143271
28,7,11,0.0927888
29,7,12,0.0943649
30,7,11,0.3665566
31,7,14,0.104236305
32,7,13,0.397589
33,7,15,0.2129893
34,7,14,0.820056
35,7,12,6.459089
36,7,14,3.4599667
37,7,15,3.5062397
38,7,16,3.6254013
39,7,16,7.318623
40,7,16,14.843493
1,8,1,3e-7
2,8,2,3e-7
3,8,2,0.000001
4,8,2,0.000002
5,8,4,0.0000012
6,8,3,0.0000042
7,8,5,0.0000026
8,8,4,0.0000089
9,8,5,0.0000096
10,8,5,0.0000187
11,8,5,0.0000358
12,8,5,0.0000718
13,8,6,0.0000744
14,8,6,0.0001511
15,8,6,0.0003006
16,8,7,0.0003202
17,8,8,0.000364
18,8,9,0.0003511
19,8,7,0.0025715
20,8,8,0.0026613
21,8,8,0.0053479
22,8,8,0.0105743
23,8,10,0.0057736
24,8,10,0.0123803
25,8,10,0.0227067
26,8,10,0.0452989
27,8,12,0.0251895
28,8,12,0.0502618
29,8,13,0.0494346
30,8,12,0.2031855
31,8,13,0.205794
32,8,16,0.0574352
33,8,14,0.4373248
34,8,15,0.4477868
35,8,14,1.7012954
36,8,15,1.7763097
37,8,16,1.8174914
38,8,14,14.048517
39,8,17,3.972764
40,8,16,14.752594
1,9,1,3e-7
2,9,2,3e-7
3,9,1,0.000002
4,9,1,0.0000037
5,9,3,0.0000023
6,9,4,0.0000024
7,9,3,0.0000087
8,9,4,0.0000088
9,9,4,0.0000174
10,9,5,0.0000192
11,9,7,0.0000106
12,9,5,0.0000708
13,9,6,0.0000735
14,9,6,0.0001432
15,9,7,0.000152
16,9,8,0.0001637
17,9,7,0.0006016
18,9,9,0.0003521
19,9,8,0.0013073
20,9,8,0.0026494
21,9,8,0.0052531
22,9,10,0.0028244
23,9,11,0.0030301
24,9,10,0.0115561
25,9,11,0.0120936
26,9,9,0.0877968
27,9,11,0.0486406
28,9,13,0.0262836
29,9,11,0.1892906
30,9,12,0.1948349
31,9,12,0.394996
32,9,12,0.7956419
33,9,12,1.5740135
34,9,13,1.6419706
35,9,15,0.8881668
36,9,13,6.6460743
37,9,16,1.8295076
38,9,15,7.3055086
39,9,15,14.228
40,9,17,7.9888206
1,10,1,2e-7
2,10,1,0.000001
3,10,2,0.000001
4,10,2,0.0000021
5,10,4,0.0000012
6,10,3,0.0000044
7,10,3,0.0000085
8,10,5,0.0000052
9,10,4,0.0000175
10,10,5,0.0000189
11,10,6,0.0000193
12,10,6,0.0000377
13,10,6,0.0000751
14,10,6,0.0001466
15,10,6,0.0002992
16,10,8,0.0001623
17,10,8,0.0003306
18,10,7,0.0012413
19,10,8,0.0013729
20,10,9,0.0014536
21,10,8,0.0051834
22,10,11,0.0015152
23,10,9,0.0112421
24,10,10,0.0117843
25,10,11,0.0121069
26,10,12,0.0126273
27,10,13,0.0131983
28,10,11,0.0946251
29,10,11,0.19148941
30,10,12,0.20136061
31,10,13,0.2357858
32,10,14,0.21630819
33,10,14,0.4305423
34,10,14,0.84644425
35,10,16,0.4641906
36,10,16,0.9164199
37,10,14,6.9672694
38,10,16,3.7183528
39,10,16,7.3509917
40,10,16,14.790489
1,11,1,3e-7
2,11,2,3e-7
3,11,2,0.000001
4,11,2,0.0000021
5,11,3,0.0000024
6,11,4,0.0000024
7,11,3,0.0000086
8,11,5,0.0000051
9,11,5,0.00001
10,11,5,0.0000181
11,11,6,0.0000197
12,11,6,0.000039
13,11,6,0.0000739
14,11,7,0.0000789
15,11,7,0.0001564
16,11,7,0.000324
17,11,7,0.0006391
18,11,9,0.0003818
19,11,9,0.000695
20,11,8,0.0027137
21,11,10,0.0014397
22,11,10,0.0029438
23,11,9,0.0113517
24,11,11,0.0060214
25,11,12,0.006275
26,11,12,0.0125024
27,11,12,0.0250479
28,11,11,0.095141105
29,11,12,0.1002487
30,11,13,0.1053228
31,11,11,0.7679374
32,11,14,0.2133324
33,11,13,0.88203984
34,11,14,0.8644774
35,11,15,0.880908
36,11,15,1.8020175
37,11,16,1.8631817
38,11,18,1.0296223
39,11,16,7.5462704
40,11,15,29.111221
1,12,1,3e-7
2,12,2,4e-7
3,12,2,8e-7
4,12,2,0.0000017
5,12,3,0.000002
6,12,3,0.0000029
7,12,4,0.0000029
8,12,3,0.0000087
9,12,4,0.0000093
10,12,5,0.000012
11,12,6,0.0000104
12,12,6,0.00002
13,12,6,0.0000395
14,12,7,0.0000401
15,12,7,0.000099
16,12,8,0.0000943
17,12,9,0.0001011
18,12,7,0.0010147
19,12,8,0.0009775
20,12,8,0.0021566
21,12,9,0.00237
22,12,11,0.0012102
23,12,11,0.0025536
24,12,11,0.005037
25,12,11,0.0100527
26,12,12,0.0104511
27,12,12,0.0209062
28,12,14,0.0112931
29,12,13,0.0427791
30,12,13,0.08411089
31,12,13,0.1784602
32,12,15,0.0976992
33,12,12,1.4127282
34,12,13,1.4548162
35,12,16,0.4187062
36,12,17,0.41497308
37,12,14,6.0984983
38,12,14,12.757445
39,12,18,1.83636
40,12,16,13.813337
1,13,1,3e-7
2,13,2,3e-7
3,13,1,0.0000021
4,13,1,0.0000037
5,13,3,0.0000023
6,13,4,0.0000024
7,13,3,0.0000085
8,13,3,0.000016
9,13,5,0.0000095
10,13,6,0.00001
11,13,6,0.000019
12,13,7,0.0000197
13,13,7,0.0000418
14,13,7,0.0000762
15,13,5,0.0005521
16,13,7,0.0003154
17,13,8,0.0003167
18,13,10,0.0001774
19,13,7,0.0024325
20,13,9,0.0013023
21,13,9,0.0026523
22,13,9,0.0054158
